geo,sector,year,elec_carb_int_inp,elec_gen_GWh_inp,elec_value_inp,emis_int_inp,emissions_MtCo2_inp,ind_val_add_2019_bln_inp,ind_val_add_2019bln_inp,ind_val_add_nom_bln_inp,pcap_emis_int_inp,pop_inp,rba_inflator_inp,resi_emis_int_inp
ACT,Agriculture,1990,,,,,0.037520000000000005,,,,,,,
ACT,Agriculture,2005,,,,,,,,,,,,
ACT,Agriculture,2006,,,,,,,,,,,,
ACT,Agriculture,2007,,,,,,,,,,,,
ACT,Agriculture,2008,,,,,,,,,,,,
ACT,Agriculture,2009,,,,1.2615973218555714,0.02638,0.02091,,17.0,,,,
ACT,Agriculture,2010,,,,1.0858585858585856,0.0215,0.0198,,16.5,,,,
ACT,Agriculture,2011,,,,1.4445043103448274,0.026809999999999997,0.01856,,16.0,,,,
ACT,Agriculture,2012,,,,1.506432748538012,0.02576,0.017099999999999997,,15.0,,,,
ACT,Agriculture,2013,,,,1.4861958732926472,0.02557,0.017205,,15.5,,,,
ACT,Agriculture,2014,,,,1.1773700305810397,0.01925,0.01635,,15.0,,,,
ACT,Agriculture,2015,,,,1.2260514018691588,0.020989999999999998,0.01712,,16.0,,,,
ACT,Agriculture,2016,,,,1.223996129656507,0.0253,0.02067,,19.5,,,,
ACT,Agriculture,2017,,,,1.1552197802197803,0.02523,0.02184,,21.0,,,,
ACT,Agriculture,2018,,,,1.011204481792717,0.02166,0.02142,,21.0,,,,
ACT,Agriculture,2019,,,,,,,,,,,,
ACT,Agriculture,2020,,,,,,,,,,,,
ACT,Agriculture,2021,,,,,,,,,,,,
ACT,Agriculture,2022,,,,,,,,,,,,
ACT,Agriculture,2023,,,,,,,,,,,,
ACT,Agriculture,2024,,,,,,,,,,,,
ACT,Agriculture,2025,,,,,,,,,,,,
ACT,Agriculture,2026,,,,,,,,,,,,
ACT,Agriculture,2027,,,,,,,,,,,,
ACT,Agriculture,2028,,,,,,,,,,,,
ACT,Agriculture,2029,,,,,,,,,,,,
ACT,Agriculture,2030,,,,,,,,,,,,
ACT,Agriculture,2031,,,,,,,,,,,,
ACT,Agriculture,2032,,,,,,,,,,,,
ACT,Agriculture,2033,,,,,,,,,,,,
ACT,Agriculture,2034,,,,,,,,,,,,
ACT,Agriculture,2035,,,,,,,,,,,,
ACT,Agriculture,2036,,,,,,,,,,,,
ACT,Agriculture,2037,,,,,,,,,,,,
ACT,Agriculture,2038,,,,,,,,,,,,
ACT,Agriculture,2039,,,,,,,,,,,,
ACT,Agriculture,2040,,,,,,,,,,,,
ACT,Agriculture,2041,,,,,,,,,,,,
ACT,Agriculture,2042,,,,,,,,,,,,
ACT,Agriculture,2043,,,,,,,,,,,,
ACT,Agriculture,2044,,,,,,,,,,,,
ACT,Agriculture,2045,,,,,,,,,,,,
ACT,Agriculture,2046,,,,,,,,,,,,
ACT,Agriculture,2047,,,,,,,,,,,,
ACT,Agriculture,2048,,,,,,,,,,,,
ACT,Agriculture,2049,,,,,,,,,,,,
ACT,Agriculture,2050,,,,,,,,,,,,
ACT,Commercial Transport,1990,,,,,0.07461,,,,,,,
ACT,Commercial Transport,2005,,,,,,,,,,,,
ACT,Commercial Transport,2006,,,,,,,,,,,,
ACT,Commercial Transport,2007,,,,,,,,,,,,
ACT,Commercial Transport,2008,,,,,,,,,,,,
ACT,Commercial Transport,2009,,,,0.19233449477351916,0.09936,0.5166000000000001,,420.0,,,,
ACT,Commercial Transport,2010,,,,0.2224192277383767,0.1129,0.5075999999999999,,423.0,,,,
ACT,Commercial Transport,2011,,,,0.24160767298469965,0.12696,0.5254800000000001,,453.0,,,,
ACT,Commercial Transport,2012,,,,0.22191384501522265,0.13193000000000002,0.59451,,521.5,,,,
ACT,Commercial Transport,2013,,,,0.20482246952835187,0.13141,0.64158,,578.0,,,,
ACT,Commercial Transport,2014,,,,0.19609159394346234,0.13144999999999998,0.67035,,615.0,,,,
ACT,Commercial Transport,2015,,,,0.22350430495253518,0.15186000000000002,0.67945,,635.0,,,,
ACT,Commercial Transport,2016,,,,0.24000857632933106,0.16791,0.6996,,660.0,,,,
ACT,Commercial Transport,2017,,,,0.2543991955756661,0.18216,0.7160400000000001,,688.5,,,,
ACT,Commercial Transport,2018,,,,0.24627288932101768,0.18237,0.74052,,726.0,,,,
ACT,Commercial Transport,2019,,,,,,,,,,,,
ACT,Commercial Transport,2020,,,,,,,,,,,,
ACT,Commercial Transport,2021,,,,,,,,,,,,
ACT,Commercial Transport,2022,,,,,,,,,,,,
ACT,Commercial Transport,2023,,,,,,,,,,,,
ACT,Commercial Transport,2024,,,,,,,,,,,,
ACT,Commercial Transport,2025,,,,,,,,,,,,
ACT,Commercial Transport,2026,,,,,,,,,,,,
ACT,Commercial Transport,2027,,,,,,,,,,,,
ACT,Commercial Transport,2028,,,,,,,,,,,,
ACT,Commercial Transport,2029,,,,,,,,,,,,
ACT,Commercial Transport,2030,,,,,,,,,,,,
ACT,Commercial Transport,2031,,,,,,,,,,,,
ACT,Commercial Transport,2032,,,,,,,,,,,,
ACT,Commercial Transport,2033,,,,,,,,,,,,
ACT,Commercial Transport,2034,,,,,,,,,,,,
ACT,Commercial Transport,2035,,,,,,,,,,,,
ACT,Commercial Transport,2036,,,,,,,,,,,,
ACT,Commercial Transport,2037,,,,,,,,,,,,
ACT,Commercial Transport,2038,,,,,,,,,,,,
ACT,Commercial Transport,2039,,,,,,,,,,,,
ACT,Commercial Transport,2040,,,,,,,,,,,,
ACT,Commercial Transport,2041,,,,,,,,,,,,
ACT,Commercial Transport,2042,,,,,,,,,,,,
ACT,Commercial Transport,2043,,,,,,,,,,,,
ACT,Commercial Transport,2044,,,,,,,,,,,,
ACT,Commercial Transport,2045,,,,,,,,,,,,
ACT,Commercial Transport,2046,,,,,,,,,,,,
ACT,Commercial Transport,2047,,,,,,,,,,,,
ACT,Commercial Transport,2048,,,,,,,,,,,,
ACT,Commercial Transport,2049,,,,,,,,,,,,
ACT,Commercial Transport,2050,,,,,,,,,,,,
ACT,Construction,1990,,,,,0.06043,,,,,,,
ACT,Construction,2005,,,,,,,,,,,,
ACT,Construction,2006,,,,,,,,,,,,
ACT,Construction,2007,,,,,,,,,,,,
ACT,Construction,2008,,,,,,,,,,,,
ACT,Construction,2009,,,,0.022651589718947714,0.043840000000000004,1.935405,,1573.5,,,,
ACT,Construction,2010,,,,0.02865248226950355,0.06464,2.256,,1880.0,,,,
ACT,Construction,2011,,,,0.02693610058710812,0.06157,2.28578,,1970.5,,,,
ACT,Construction,2012,,,,0.0269548644751625,0.05926,2.1984899999999996,,1928.5,,,,
ACT,Construction,2013,,,,0.028343990986113347,0.05811,2.05017,,1847.0,,,,
ACT,Construction,2014,,,,0.027253921577721916,0.05876,2.15602,,1978.0,,,,
ACT,Construction,2015,,,,0.024085117831314496,0.0564,2.341695,,2188.5,,,,
ACT,Construction,2016,,,,0.02628744664725358,0.0659,2.5069,,2365.0,,,,
ACT,Construction,2017,,,,0.02540561363224364,0.06727,2.64784,,2546.0,,,,
ACT,Construction,2018,,,,0.029056050409797387,0.08005,2.75502,,2701.0,,,,
ACT,Construction,2019,,,,,,,,,,,,
ACT,Construction,2020,,,,,,,,,,,,
ACT,Construction,2021,,,,,,,,,,,,
ACT,Construction,2022,,,,,,,,,,,,
ACT,Construction,2023,,,,,,,,,,,,
ACT,Construction,2024,,,,,,,,,,,,
ACT,Construction,2025,,,,,,,,,,,,
ACT,Construction,2026,,,,,,,,,,,,
ACT,Construction,2027,,,,,,,,,,,,
ACT,Construction,2028,,,,,,,,,,,,
ACT,Construction,2029,,,,,,,,,,,,
ACT,Construction,2030,,,,,,,,,,,,
ACT,Construction,2031,,,,,,,,,,,,
ACT,Construction,2032,,,,,,,,,,,,
ACT,Construction,2033,,,,,,,,,,,,
ACT,Construction,2034,,,,,,,,,,,,
ACT,Construction,2035,,,,,,,,,,,,
ACT,Construction,2036,,,,,,,,,,,,
ACT,Construction,2037,,,,,,,,,,,,
ACT,Construction,2038,,,,,,,,,,,,
ACT,Construction,2039,,,,,,,,,,,,
ACT,Construction,2040,,,,,,,,,,,,
ACT,Construction,2041,,,,,,,,,,,,
ACT,Construction,2042,,,,,,,,,,,,
ACT,Construction,2043,,,,,,,,,,,,
ACT,Construction,2044,,,,,,,,,,,,
ACT,Construction,2045,,,,,,,,,,,,
ACT,Construction,2046,,,,,,,,,,,,
ACT,Construction,2047,,,,,,,,,,,,
ACT,Construction,2048,,,,,,,,,,,,
ACT,Construction,2049,,,,,,,,,,,,
ACT,Construction,2050,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",1990,,,,,0.28932,,,,,,,
ACT,"Gas, Water & Waste Services",2005,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2006,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2007,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2008,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2009,,,,0.33557390692017164,0.23589000000000002,0.7029449999999999,,571.5,,,,
ACT,"Gas, Water & Waste Services",2010,,,,0.34425141242937857,0.24373,0.708,,590.0,,,,
ACT,"Gas, Water & Waste Services",2011,,,,0.3594278592201318,0.24224,0.6739599999999999,,581.0,,,,
ACT,"Gas, Water & Waste Services",2012,,,,0.30634941161256957,0.21321,0.6959699999999999,,610.5,,,,
ACT,"Gas, Water & Waste Services",2013,,,,0.2936950980598681,0.20912999999999998,0.7120650000000001,,641.5,,,,
ACT,"Gas, Water & Waste Services",2014,,,,0.2964489514564487,0.20858000000000002,0.7035950000000001,,645.5,,,,
ACT,"Gas, Water & Waste Services",2015,,,,0.3088125680866922,0.21543999999999996,0.69764,,652.0,,,,
ACT,"Gas, Water & Waste Services",2016,,,,0.2847291584002627,0.2081,0.73087,,689.5,,,,
ACT,"Gas, Water & Waste Services",2017,,,,0.24876140808344196,0.1908,0.767,,737.5,,,,
ACT,"Gas, Water & Waste Services",2018,,,,0.21085371085371088,0.16711,0.7925399999999999,,777.0,,,,
ACT,"Gas, Water & Waste Services",2019,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2020,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2021,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2022,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2023,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2024,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2025,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2026,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2027,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2028,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2029,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2030,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2031,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2032,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2033,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2034,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2035,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2036,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2037,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2038,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2039,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2040,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2041,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2042,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2043,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2044,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2045,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2046,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2047,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2048,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2049,,,,,,,,,,,,
ACT,"Gas, Water & Waste Services",2050,,,,,,,,,,,,
ACT,LULUCF,1990,,,,,-0.127,,,,,,,
ACT,LULUCF,2005,,,,,,,,,,,,
ACT,LULUCF,2006,,,,,,,,,,,,
ACT,LULUCF,2007,,,,,,,,,,,,
ACT,LULUCF,2008,,,,,,,,,,,,
ACT,LULUCF,2009,,,,,0.06405,,,,,,,
ACT,LULUCF,2010,,,,,0.18259,,,,,,,
ACT,LULUCF,2011,,,,,0.20235,,,,,,,
ACT,LULUCF,2012,,,,,0.15283000000000002,,,,,,,
ACT,LULUCF,2013,,,,,0.12168000000000001,,,,,,,
ACT,LULUCF,2014,,,,,0.19574,,,,,,,
ACT,LULUCF,2015,,,,,0.10859,,,,,,,
ACT,LULUCF,2016,,,,,-0.00858,,,,,,,
ACT,LULUCF,2017,,,,,0.0017,,,,,,,
ACT,LULUCF,2018,,,,,-0.09705,,,,,,,
ACT,LULUCF,2019,,,,,,,,,,,,
ACT,LULUCF,2020,,,,,,,,,,,,
ACT,LULUCF,2021,,,,,,,,,,,,
ACT,LULUCF,2022,,,,,,,,,,,,
ACT,LULUCF,2023,,,,,,,,,,,,
ACT,LULUCF,2024,,,,,,,,,,,,
ACT,LULUCF,2025,,,,,,,,,,,,
ACT,LULUCF,2026,,,,,,,,,,,,
ACT,LULUCF,2027,,,,,,,,,,,,
ACT,LULUCF,2028,,,,,,,,,,,,
ACT,LULUCF,2029,,,,,,,,,,,,
ACT,LULUCF,2030,,,,,,,,,,,,
ACT,LULUCF,2031,,,,,,,,,,,,
ACT,LULUCF,2032,,,,,,,,,,,,
ACT,LULUCF,2033,,,,,,,,,,,,
ACT,LULUCF,2034,,,,,,,,,,,,
ACT,LULUCF,2035,,,,,,,,,,,,
ACT,LULUCF,2036,,,,,,,,,,,,
ACT,LULUCF,2037,,,,,,,,,,,,
ACT,LULUCF,2038,,,,,,,,,,,,
ACT,LULUCF,2039,,,,,,,,,,,,
ACT,LULUCF,2040,,,,,,,,,,,,
ACT,LULUCF,2041,,,,,,,,,,,,
ACT,LULUCF,2042,,,,,,,,,,,,
ACT,LULUCF,2043,,,,,,,,,,,,
ACT,LULUCF,2044,,,,,,,,,,,,
ACT,LULUCF,2045,,,,,,,,,,,,
ACT,LULUCF,2046,,,,,,,,,,,,
ACT,LULUCF,2047,,,,,,,,,,,,
ACT,LULUCF,2048,,,,,,,,,,,,
ACT,LULUCF,2049,,,,,,,,,,,,
ACT,LULUCF,2050,,,,,,,,,,,,
ACT,Manufacturing,1990,,,,,0.0,,,,,,,
ACT,Manufacturing,2005,,,,,,,,,,,,
ACT,Manufacturing,2006,,,,,,,,,,,,
ACT,Manufacturing,2007,,,,,,,,,,,,
ACT,Manufacturing,2008,,,,,,,,,,,,
ACT,Manufacturing,2009,,,,0.06857179104950997,0.03243,0.472935,,384.5,,,,
ACT,Manufacturing,2010,,,,0.05973139586085425,0.027129999999999998,0.4542,,378.5,,,,
ACT,Manufacturing,2011,,,,0.05851755526657998,0.0261,0.44601999999999997,,384.5,,,,
ACT,Manufacturing,2012,,,,0.07119183348800212,0.03222,0.45258,,397.0,,,,
ACT,Manufacturing,2013,,,,0.09461207650082164,0.04059,0.42901500000000004,,386.5,,,,
ACT,Manufacturing,2014,,,,0.13702642151770406,0.054740000000000004,0.39948500000000003,,366.5,,,,
ACT,Manufacturing,2015,,,,0.13430539936143535,0.05195,0.386805,,361.5,,,,
ACT,Manufacturing,2016,,,,0.10339622641509433,0.039729999999999994,0.38425,,362.5,,,,
ACT,Manufacturing,2017,,,,0.10500156136150725,0.040350000000000004,0.38428,,369.5,,,,
ACT,Manufacturing,2018,,,,0.09257263114669952,0.03607,0.38964,,382.0,,,,
ACT,Manufacturing,2019,,,,,,,,,,,,
ACT,Manufacturing,2020,,,,,,,,,,,,
ACT,Manufacturing,2021,,,,,,,,,,,,
ACT,Manufacturing,2022,,,,,,,,,,,,
ACT,Manufacturing,2023,,,,,,,,,,,,
ACT,Manufacturing,2024,,,,,,,,,,,,
ACT,Manufacturing,2025,,,,,,,,,,,,
ACT,Manufacturing,2026,,,,,,,,,,,,
ACT,Manufacturing,2027,,,,,,,,,,,,
ACT,Manufacturing,2028,,,,,,,,,,,,
ACT,Manufacturing,2029,,,,,,,,,,,,
ACT,Manufacturing,2030,,,,,,,,,,,,
ACT,Manufacturing,2031,,,,,,,,,,,,
ACT,Manufacturing,2032,,,,,,,,,,,,
ACT,Manufacturing,2033,,,,,,,,,,,,
ACT,Manufacturing,2034,,,,,,,,,,,,
ACT,Manufacturing,2035,,,,,,,,,,,,
ACT,Manufacturing,2036,,,,,,,,,,,,
ACT,Manufacturing,2037,,,,,,,,,,,,
ACT,Manufacturing,2038,,,,,,,,,,,,
ACT,Manufacturing,2039,,,,,,,,,,,,
ACT,Manufacturing,2040,,,,,,,,,,,,
ACT,Manufacturing,2041,,,,,,,,,,,,
ACT,Manufacturing,2042,,,,,,,,,,,,
ACT,Manufacturing,2043,,,,,,,,,,,,
ACT,Manufacturing,2044,,,,,,,,,,,,
ACT,Manufacturing,2045,,,,,,,,,,,,
ACT,Manufacturing,2046,,,,,,,,,,,,
ACT,Manufacturing,2047,,,,,,,,,,,,
ACT,Manufacturing,2048,,,,,,,,,,,,
ACT,Manufacturing,2049,,,,,,,,,,,,
ACT,Manufacturing,2050,,,,,,,,,,,,
ACT,Mining,1990,,,,,0.05182,,,,,,,
ACT,Mining,2005,,,,,,,,,,,,
ACT,Mining,2006,,,,,,,,,,,,
ACT,Mining,2007,,,,,,,,,,,,
ACT,Mining,2008,,,,,,,,,,,,
ACT,Mining,2009,,,,0.04095152062631737,0.00068,0.016605,,13.5,,,,
ACT,Mining,2010,,,,0.02803030303030303,0.00074,0.0264,,22.0,,,,
ACT,Mining,2011,,,,0.026675341574495772,0.00082,0.03074,,26.5,,,,
ACT,Mining,2012,,,,0.03586744639376219,0.00092,0.02565,,22.5,,,,
ACT,Mining,2013,,,,0.03995299647473561,0.00102,0.02553,,23.0,,,,
ACT,Mining,2014,,,,0.038899082568807336,0.00106,0.027250000000000003,,25.0,,,,
ACT,Mining,2015,,,,0.05121495327102804,0.0013700000000000001,0.02675,,25.0,,,,
ACT,Mining,2016,,,,0.0523317906728373,0.00147,0.02809,,26.5,,,,
ACT,Mining,2017,,,,0.05288461538461539,0.0015400000000000001,0.02912,,28.0,,,,
ACT,Mining,2018,,,,0.005952380952380952,0.00017,0.028560000000000002,,28.0,,,,
ACT,Mining,2019,,,,,,,,,,,,
ACT,Mining,2020,,,,,,,,,,,,
ACT,Mining,2021,,,,,,,,,,,,
ACT,Mining,2022,,,,,,,,,,,,
ACT,Mining,2023,,,,,,,,,,,,
ACT,Mining,2024,,,,,,,,,,,,
ACT,Mining,2025,,,,,,,,,,,,
ACT,Mining,2026,,,,,,,,,,,,
ACT,Mining,2027,,,,,,,,,,,,
ACT,Mining,2028,,,,,,,,,,,,
ACT,Mining,2029,,,,,,,,,,,,
ACT,Mining,2030,,,,,,,,,,,,
ACT,Mining,2031,,,,,,,,,,,,
ACT,Mining,2032,,,,,,,,,,,,
ACT,Mining,2033,,,,,,,,,,,,
ACT,Mining,2034,,,,,,,,,,,,
ACT,Mining,2035,,,,,,,,,,,,
ACT,Mining,2036,,,,,,,,,,,,
ACT,Mining,2037,,,,,,,,,,,,
ACT,Mining,2038,,,,,,,,,,,,
ACT,Mining,2039,,,,,,,,,,,,
ACT,Mining,2040,,,,,,,,,,,,
ACT,Mining,2041,,,,,,,,,,,,
ACT,Mining,2042,,,,,,,,,,,,
ACT,Mining,2043,,,,,,,,,,,,
ACT,Mining,2044,,,,,,,,,,,,
ACT,Mining,2045,,,,,,,,,,,,
ACT,Mining,2046,,,,,,,,,,,,
ACT,Mining,2047,,,,,,,,,,,,
ACT,Mining,2048,,,,,,,,,,,,
ACT,Mining,2049,,,,,,,,,,,,
ACT,Mining,2050,,,,,,,,,,,,
ACT,Overall,1990,,,,,,,,,,,,
ACT,Overall,2005,,,,,,,,,,,,
ACT,Overall,2006,,,,,,,,,,,,
ACT,Overall,2007,,,,,,,,,,,,
ACT,Overall,2008,,,,,,,,,,,,
ACT,Overall,2009,,,,,,,,,4.098594923686176,0.354785,1.23,2.305649900644052
ACT,Overall,2010,,,,,,,,,4.501832676370914,0.361766,1.2,2.3049153320101947
ACT,Overall,2011,,,,,,,,,4.604725736103374,0.367985,1.16,2.31870864301534
ACT,Overall,2012,,,,,,,,,4.320482074897952,0.376539,1.14,2.2685033953986173
ACT,Overall,2013,,,,,,,,,4.139180758603235,0.383257,1.11,2.190905841250127
ACT,Overall,2014,,,,,,,,,4.2749852751678885,0.388799,1.09,2.126034274779513
ACT,Overall,2015,,,,,,,,,4.220376794092159,0.395813,1.07,2.2344895190405567
ACT,Overall,2016,,,,,,,,,3.9089416130824803,0.403104,1.06,2.23604826546003
ACT,Overall,2017,,,,,,,,,3.7374085527178114,0.411986,1.04,2.0667449864801233
ACT,Overall,2018,,,,,,,,,3.19407036919939,0.420667,1.02,1.961694166644876
ACT,Overall,2019,,,,,,,,,,0.42949,,
ACT,Overall,2020,,,,,,,,,,0.438275,,
ACT,Overall,2021,,,,,,,,,,0.446983,,
ACT,Overall,2022,,,,,,,,,,0.45561,,
ACT,Overall,2023,,,,,,,,,,0.464083,,
ACT,Overall,2024,,,,,,,,,,0.471939,,
ACT,Overall,2025,,,,,,,,,,0.479645,,
ACT,Overall,2026,,,,,,,,,,0.487211,,
ACT,Overall,2027,,,,,,,,,,0.494613,,
ACT,Overall,2028,,,,,,,,,,0.501981,,
ACT,Overall,2029,,,,,,,,,,0.509325,,
ACT,Overall,2030,,,,,,,,,,0.516641,,
ACT,Overall,2031,,,,,,,,,,0.523922,,
ACT,Overall,2032,,,,,,,,,,0.531165,,
ACT,Overall,2033,,,,,,,,,,0.538367,,
ACT,Overall,2034,,,,,,,,,,0.545531,,
ACT,Overall,2035,,,,,,,,,,0.55266,,
ACT,Overall,2036,,,,,,,,,,0.55976,,
ACT,Overall,2037,,,,,,,,,,0.566838,,
ACT,Overall,2038,,,,,,,,,,0.573899,,
ACT,Overall,2039,,,,,,,,,,0.580948,,
ACT,Overall,2040,,,,,,,,,,0.587991,,
ACT,Overall,2041,,,,,,,,,,0.595034,,
ACT,Overall,2042,,,,,,,,,,0.602077,,
ACT,Overall,2043,,,,,,,,,,0.609125,,
ACT,Overall,2044,,,,,,,,,,0.61618,,
ACT,Overall,2045,,,,,,,,,,0.623242,,
ACT,Overall,2046,,,,,,,,,,0.630314,,
ACT,Overall,2047,,,,,,,,,,0.637395,,
ACT,Overall,2048,,,,,,,,,,0.644486,,
ACT,Overall,2049,,,,,,,,,,0.651589,,
ACT,Overall,2050,,,,,,,,,,0.658708,,
ACT,Residential,1990,,,,,0.6989099999999999,,,,,,,
ACT,Residential,2005,,,,,,,,,,,,
ACT,Residential,2006,,,,,,,,,,,,
ACT,Residential,2007,,,,,,,,,,,,
ACT,Residential,2008,,,,,,,,,,,,
ACT,Residential,2009,,,,,0.81801,,,,,,,
ACT,Residential,2010,,,,,0.83384,,,,,,,
ACT,Residential,2011,,,,,0.85325,,,,,,,
ACT,Residential,2012,,,,,0.8541799999999999,,,,,,,
ACT,Residential,2013,,,,,0.83968,,,,,,,
ACT,Residential,2014,,,,,0.8266,,,,,,,
ACT,Residential,2015,,,,,0.88444,,,,,,,
ACT,Residential,2016,,,,,0.90136,,,,,,,
ACT,Residential,2017,,,,,0.8514700000000001,,,,,,,
ACT,Residential,2018,,,,,0.8252200000000001,,,,,,,
ACT,Residential,2019,,,,,,,,,,,,
ACT,Residential,2020,,,,,,,,,,,,
ACT,Residential,2021,,,,,,,,,,,,
ACT,Residential,2022,,,,,,,,,,,,
ACT,Residential,2023,,,,,,,,,,,,
ACT,Residential,2024,,,,,,,,,,,,
ACT,Residential,2025,,,,,,,,,,,,
ACT,Residential,2026,,,,,,,,,,,,
ACT,Residential,2027,,,,,,,,,,,,
ACT,Residential,2028,,,,,,,,,,,,
ACT,Residential,2029,,,,,,,,,,,,
ACT,Residential,2030,,,,,,,,,,,,
ACT,Residential,2031,,,,,,,,,,,,
ACT,Residential,2032,,,,,,,,,,,,
ACT,Residential,2033,,,,,,,,,,,,
ACT,Residential,2034,,,,,,,,,,,,
ACT,Residential,2035,,,,,,,,,,,,
ACT,Residential,2036,,,,,,,,,,,,
ACT,Residential,2037,,,,,,,,,,,,
ACT,Residential,2038,,,,,,,,,,,,
ACT,Residential,2039,,,,,,,,,,,,
ACT,Residential,2040,,,,,,,,,,,,
ACT,Residential,2041,,,,,,,,,,,,
ACT,Residential,2042,,,,,,,,,,,,
ACT,Residential,2043,,,,,,,,,,,,
ACT,Residential,2044,,,,,,,,,,,,
ACT,Residential,2045,,,,,,,,,,,,
ACT,Residential,2046,,,,,,,,,,,,
ACT,Residential,2047,,,,,,,,,,,,
ACT,Residential,2048,,,,,,,,,,,,
ACT,Residential,2049,,,,,,,,,,,,
ACT,Residential,2050,,,,,,,,,,,,
ACT,Services,1990,,,,,0.08312,,,,,,,
ACT,Services,2005,,,,,,,,,,,,
ACT,Services,2006,,,,,,,,,,,,
ACT,Services,2007,,,,,,,,,,,,
ACT,Services,2008,,,,,,,,,,,,
ACT,Services,2009,,,,0.004970813970787716,0.13348,26.852745,,21831.5,,,,
ACT,Services,2010,,,,0.005251558325912733,0.14154,26.952,,22460.0,,,,
ACT,Services,2011,,,,0.005641749457643571,0.15437,27.36208,,23588.0,,,,
ACT,Services,2012,,,,0.005593166131542321,0.15652000000000002,27.984149999999996,,24547.5,,,,
ACT,Services,2013,,,,0.005729684376027545,0.15918000000000002,27.781635,,25028.5,,,,
ACT,Services,2014,,,,0.006016376160385935,0.16593,27.579725000000003,,25302.5,,,,
ACT,Services,2015,,,,0.006453386742325409,0.17944,27.805555000000002,,25986.5,,,,
ACT,Services,2016,,,,0.006099302033228824,0.17452,28.61311,,26993.5,,,,
ACT,Services,2017,,,,0.0061417299091692835,0.17924,29.183960000000003,,28061.5,,,,
ACT,Services,2018,,,,0.004280481885177176,0.12804,29.91252,,29326.0,,,,
ACT,Services,2019,,,,,,,,,,,,
ACT,Services,2020,,,,,,,,,,,,
ACT,Services,2021,,,,,,,,,,,,
ACT,Services,2022,,,,,,,,,,,,
ACT,Services,2023,,,,,,,,,,,,
ACT,Services,2024,,,,,,,,,,,,
ACT,Services,2025,,,,,,,,,,,,
ACT,Services,2026,,,,,,,,,,,,
ACT,Services,2027,,,,,,,,,,,,
ACT,Services,2028,,,,,,,,,,,,
ACT,Services,2029,,,,,,,,,,,,
ACT,Services,2030,,,,,,,,,,,,
ACT,Services,2031,,,,,,,,,,,,
ACT,Services,2032,,,,,,,,,,,,
ACT,Services,2033,,,,,,,,,,,,
ACT,Services,2034,,,,,,,,,,,,
ACT,Services,2035,,,,,,,,,,,,
ACT,Services,2036,,,,,,,,,,,,
ACT,Services,2037,,,,,,,,,,,,
ACT,Services,2038,,,,,,,,,,,,
ACT,Services,2039,,,,,,,,,,,,
ACT,Services,2040,,,,,,,,,,,,
ACT,Services,2041,,,,,,,,,,,,
ACT,Services,2042,,,,,,,,,,,,
ACT,Services,2043,,,,,,,,,,,,
ACT,Services,2044,,,,,,,,,,,,
ACT,Services,2045,,,,,,,,,,,,
ACT,Services,2046,,,,,,,,,,,,
ACT,Services,2047,,,,,,,,,,,,
ACT,Services,2048,,,,,,,,,,,,
ACT,Services,2049,,,,,,,,,,,,
ACT,Services,2050,,,,,,,,,,,,
NSW,Agriculture,1990,,,,,,,,,,,,
NSW,Agriculture,2005,,,,,20.41746,,,,,,,
NSW,Agriculture,2006,,,,,,,,,,,,
NSW,Agriculture,2007,,,,,,,,,,,,
